NR_SEQUENCIA;DS_PROC_EXAME;CD_PROCEDIMENTO;CD_PROCEDIMENTO_TUSS;IE_ORIGEM_PROCED;DS_PROC_EXAME_LOC;IE_ORIGEM_PROC_TUSS;DS_PROCEDIMENTO_TUSS;DS_TIPO_UTIL;DS_ORIGEM_PROCED
2455;Reconstrução Tridimensional - Acrescentar Ao Exame De Base;41101383;;5;Reconstrução Tridimensional - Acrescentar Ao Exame De Base;8; ;Cirurgicos;CBHPM
2456;Sela Túrcica (Hipófise);41101022;;5;Sela Túrcica (Hipófise);8; ;Cirurgicos;CBHPM
2457;Punção Biópsia/Aspirativa De Órgão Ou Estrutura Orientada Por Rx, Us Ou Ct ;40809099;;5;PUNCAO BIOPSIA/ASPIRATIVA DE ORGAO OU ESTRUTURA ORIENTADA POR RX, US OU CT ;8; ;Cirurgicos;CBHPM
2458;Sialografia (Por Glândula);40809021;;5;Sialografia (Por Glândula);8; ;Cirurgicos;CBHPM
2459;Avaliação Hemodinâmica Por Cateterismo (Aferimento De Pressão Ou Fluxo Arterial Ou Venoso);40810046;;5;Avaliação Hemodinâmica Por Cateterismo (Aferimento De Pressão Ou Fluxo Arterial Ou Venoso);8; ;Cirurgicos;CBHPM
2460;Colheita Seletiva De Sangue Para Dosagem Hormonal;40810038;;5;Colheita Seletiva De Sangue Para Dosagem Hormonal;8; ;Cirurgicos;CBHPM
2461;Mielografia Segmentar (Por Segmento);40810011;;5;Mielografia Segmentar (Por Segmento);8; ;Cirurgicos;CBHPM
2462;Teste De Oclusão De Artéria Carótida Ou Vertebral;40810020;;5;Teste De Oclusão De Artéria Carótida Ou Vertebral;8; ;Cirurgicos;CBHPM
2463;Radioscopia Diagnóstica;40811018;;5;Radioscopia Diagnóstica;8; ;Cirurgicos;CBHPM
2464;Radioscopia Para Acompanhamento De Procedimento Cirúrgico (Por Hora Ou Fração);40811026;;5;Radioscopia Para Acompanhamento De Procedimento Cirúrgico (Por Hora Ou Fração);8; ;Cirurgicos;CBHPM
2465;Aortografia Abdominal Por Punção Translombar;40812014;;5;Aortografia Abdominal Por Punção Translombar;8; ;Cirurgicos;CBHPM
2466;Angiografia Por Punção;40812022;;5;Angiografia Por Punção;8; ;Cirurgicos;CBHPM
2467;Angiografia Por Cateterismo Não Seletivo De Grande Vaso;40812030;;5;Angiografia Por Cateterismo Não Seletivo De Grande Vaso;8; ;Cirurgicos;CBHPM
2468;Angiografia Por Cateterismo Seletivo De Ramo Primário - Por Vaso;40812049;;5;Angiografia Por Cateterismo Seletivo De Ramo Primário - Por Vaso;8; ;Cirurgicos;CBHPM
2469;Angiografia Por Cateterismo Superseletivo De Ramo Secundário Ou Distal - Por Vaso;40812057;;5;Angiografia Por Cateterismo Superseletivo De Ramo Secundário Ou Distal - Por Vaso;8; ;Cirurgicos;CBHPM
2470;Angiografia Transoperatória De Posicionamento;40812065;;5;Angiografia Transoperatória De Posicionamento;8; ;Cirurgicos;CBHPM
2471;Angiografia Pós-Operatória De Controle;40812073;;5;Angiografia Pós-Operatória De Controle;8; ;Cirurgicos;CBHPM
2472;Flebografia Por Punção Venosa Unilateral;40812081;;5;Flebografia Por Punção Venosa Unilateral;8; ;Cirurgicos;CBHPM
2473;Flebografia Retrógrada Por Cateterismo - Unilateral;40812090;;5;Flebografia Retrógrada Por Cateterismo - Unilateral;8; ;Cirurgicos;CBHPM
2474;Portografia Trans-Hepática;40812103;;5;Portografia Trans-Hepática;8; ;Cirurgicos;CBHPM
2475;Esplenoportografia Percutânea;40812111;;5;Esplenoportografia Percutânea;8; ;Cirurgicos;CBHPM
2476;Linfangioadenografia Unilateral;40812120;;5;Linfangioadenografia Unilateral;8; ;Cirurgicos;CBHPM
2477;Cavernosografia;40812138;;5;Cavernosografia;8; ;Cirurgicos;CBHPM
2478;Fármaco-Cavernosografia (Dinâmica);40812146;;5;Fármaco-Cavernosografia (Dinâmica);8; ;Cirurgicos;CBHPM
2479;Ablação Percutânea De Tumor (Qualquer Método);40813045;;5;Ablação Percutânea De Tumor (Qualquer Método);8; ;Cirurgicos;CBHPM
2480;Ablação Percutânea De Tumor Hepático (Qualquer Método);40813029;;5;Ablação Percutânea De Tumor Hepático (Qualquer Método);8; ;Cirurgicos;CBHPM
2481;Ablação Percutânea De Tumor Ósseo (Qualquer Método);40813037;;5;Ablação Percutânea De Tumor Ósseo (Qualquer Método);8; ;Cirurgicos;CBHPM
2482;Ablação Percutânea De Tumor Torácico (Qualquer Método);40813010;;5;Ablação Percutânea De Tumor Torácico (Qualquer Método);8; ;Cirurgicos;CBHPM
2483;Alcoolização Percutânea De Angioma;40813053;;5;Alcoolização Percutânea De Angioma;8; ;Cirurgicos;CBHPM
2484;Angioplastia Arterial Ou Venosa De Anastomose Vascular De Fígado Transplantado;40813118;;5;Angioplastia Arterial Ou Venosa De Anastomose Vascular De Fígado Transplantado;8; ;Cirurgicos;CBHPM
2485;Angioplastia Arterial Ou Venosa De Anastomose Vascular De Rim Transplantado;40813134;;5;Angioplastia Arterial Ou Venosa De Anastomose Vascular De Rim Transplantado;8; ;Cirurgicos;CBHPM
2486;RM - Tórax (Mediastino, Pulmão, Parede Torácica);41101120;;5;RM - TORAX (MEDIASTINO, PULMAO, PAREDE TORACICA);8; ;Cirurgicos;CBHPM
2487;Artro-Rm (Incluir A Punção Articular) - Por Articulação;41102010;;5;Artro-Rm (Incluir A Punção Articular) - Por Articulação;8; ;Cirurgicos;CBHPM
2488;Angiofluoresceinografia - Monocular;41301013;;5;Angiofluoresceinografia - Monocular;8; ;Cirurgicos;CBHPM
2489;Angiografia Com Indocianina Verde - Monocular;41301021;;5;Angiografia Com Indocianina Verde - Monocular;8; ;Cirurgicos;CBHPM
2490;Avaliação Da Função Muscular Por Movimento Manual (Por Membro);41301404;;5;Avaliação Da Função Muscular Por Movimento Manual (Por Membro);8; ;Cirurgicos;CBHPM
2491;Avaliação De Vias Lacrimais - Monocular;41301170;;5;Avaliação De Vias Lacrimais - Monocular;8; ;Cirurgicos;CBHPM
2492;Avaliação Órbito-Palpebral-Exoftalmometria - Binocular;41301030;;5;Avaliação Órbito-Palpebral-Exoftalmometria - Binocular;8; ;Cirurgicos;CBHPM
2493;Bioimpedanciometria (Ambulatorial) Exame;41301048;;5;Bioimpedanciometria (Ambulatorial) Exame;8; ;Cirurgicos;CBHPM
2494;Biópsia Do Vilo Corial;41301056;;5;Biópsia Do Vilo Corial;8; ;Cirurgicos;CBHPM
2495;Calorimetria Direta;41301412;;5;Calorimetria Direta;8; ;Cirurgicos;CBHPM
2496;Calorimetria Indireta (Ambulatorial) Exame;41301064;;5;Calorimetria Indireta (Ambulatorial) Exame;8; ;Cirurgicos;CBHPM
2497;Campimetria Manual - Monocular;41301072;;5;Campimetria Manual - Monocular;8; ;Cirurgicos;CBHPM
2498;Capilaroscopia Periungueal;41301382;;5;Capilaroscopia Periungueal;8; ;Cirurgicos;CBHPM
2499;Ceratoscopia Computadorizada - Monocular;41301080;;5;Ceratoscopia Computadorizada - Monocular;8; ;Cirurgicos;CBHPM
2500;Coleta De Material Cérvico-Vaginal;41301099;;5;Coleta De Material Cérvico-Vaginal;8; ;Cirurgicos;CBHPM
2843;Imunofenotipagem Para Hemoglobinúria Paroxistica Noturna (*);40304710;;5;Imunofenotipagem Para Hemoglobinúria Paroxistica Noturna (*);8; ;Cirurgicos;CBHPM
2844;Imunofenotipagem Para Leucemias Agudas Ou Sindrome Mielodisplásica (*);40304728;;5;Imunofenotipagem Para Leucemias Agudas Ou Sindrome Mielodisplásica (*);8; ;Cirurgicos;CBHPM
2845;Imunofenotipagem Para Linfoma Não Hodgkin / Sindrome Linfoproliferativa Crônica (*);40304736;;5;Imunofenotipagem Para Linfoma Não Hodgkin / Sindrome Linfoproliferativa Crônica (*);8; ;Cirurgicos;CBHPM
2846;Imunofenotipagem Para Perfil Imune (*);40304744;;5;Imunofenotipagem Para Perfil Imune (*);8; ;Cirurgicos;CBHPM
2847;Inibidor Do Fator Ix, Dosagem;40304752;;5;Inibidor Do Fator Ix, Dosagem;8; ;Cirurgicos;CBHPM
2848;Inibidor Do Tpa (Pai);40304400;;5;Inibidor Do Tpa (Pai);8; ;Cirurgicos;CBHPM
2849;Inibidor Dos Fatores Da Hemostasia, Triagem;40304760;;5;Inibidor Dos Fatores Da Hemostasia, Triagem;8; ;Cirurgicos;CBHPM
2850;Leucócitos, Contagem;40304418;;5;Leucócitos, Contagem;8; ;Cirurgicos;CBHPM
2851;Linfonodo, Exame De Esfregaço De Aspirado;40304949;;5;Linfonodo, Exame De Esfregaço De Aspirado;8; ;Cirurgicos;CBHPM
2852;Medula Óssea, Aspiração Para Mielograma Ou Microbiológico;40304485;;5;Medula Óssea, Aspiração Para Mielograma Ou Microbiológico;8; ;Cirurgicos;CBHPM
2853;Meta-Hemoglobina, Determinação Da;40304434;;5;Meta-Hemoglobina, Determinação Da;8; ;Cirurgicos;CBHPM
2854;Mielograma;40304892;;5;Mielograma;8; ;Cirurgicos;CBHPM
2855;Plaquetas, Teste De Agregação (Por Agente Agregante), Cada;40304450;;5;Plaquetas, Teste De Agregação (Por Agente Agregante), Cada;8; ;Cirurgicos;CBHPM
2856;Plasminogênio, Dosagem;40304469;;5;Plasminogênio, Dosagem;8; ;Cirurgicos;CBHPM
2857;Plasmódio, Pesquisa;40304477;;5;Plasmódio, Pesquisa;8; ;Cirurgicos;CBHPM
2858;Produtos De Degradação Da Fibrina, Qualitativo;40304493;;5;Produtos De Degradação Da Fibrina, Qualitativo;8; ;Cirurgicos;CBHPM
2859;Produtos De Degradação Da Fibrina, Quantitativo;40304779;;5;Produtos De Degradação Da Fibrina, Quantitativo;8; ;Cirurgicos;CBHPM
2860;Proteína C;40304507;;5;Proteína C;8; ;Cirurgicos;CBHPM
2861;Proteína S ;40304787;;5;PROTEINA S ;8; ;Cirurgicos;CBHPM
2862;Proteína S, Teste Funcional;40304515;;5;Proteína S, Teste Funcional;8; ;Cirurgicos;CBHPM
2863;Protoporfirina Eritrocitária Livre - Zinco;40304523;;5;Protoporfirina Eritrocitária Livre - Zinco;8; ;Cirurgicos;CBHPM
2864;Prova Do Laço;40304531;;5;Prova Do Laço;8; ;Cirurgicos;CBHPM
2865;Resistência Globular, Curva De;40304540;;5;Resistência Globular, Curva De;8; ;Cirurgicos;CBHPM
2866;Reticulócitos, Contagem;40304558;;5;Reticulócitos, Contagem;8; ;Cirurgicos;CBHPM
2867;Retração Do Coágulo;40304566;;5;Retração Do Coágulo;8; ;Cirurgicos;CBHPM
2868;Ristocetina, Co-Fator, Teste Funcional, Dosagem;40304574;;5;Ristocetina, Co-Fator, Teste Funcional, Dosagem;8; ;Cirurgicos;CBHPM
2869;Sulfo-Hemoglobina, Determinação Da;40304876;;5;Sulfo-Hemoglobina, Determinação Da;8; ;Cirurgicos;CBHPM
2870;Tempo De Coagulação;40304582;;5;Tempo De Coagulação;8; ;Cirurgicos;CBHPM
2871;Tempo De Protrombina;40304590;;5;Tempo De Protrombina;8; ;Cirurgicos;CBHPM
2872;Tempo De Reptilase;40304604;;5;Tempo De Reptilase;8; ;Cirurgicos;CBHPM
2873;Tempo De Sangramento (Duke);40304914;;5;Tempo De Sangramento (Duke);8; ;Cirurgicos;CBHPM
2874;Tempo De Sangramento De Ivy;40304612;;5;Tempo De Sangramento De Ivy;8; ;Cirurgicos;CBHPM
2875;Tempo De Trombina;40304620;;5;Tempo De Trombina;8; ;Cirurgicos;CBHPM
2876;Tempo De Tromboplastina Parcial Ativada;40304639;;5;Tempo De Tromboplastina Parcial Ativada;8; ;Cirurgicos;CBHPM
2877;Tripanossoma, Pesquisa;40304647;;5;Tripanossoma, Pesquisa;8; ;Cirurgicos;CBHPM
2878;Tromboelastograma;40304655;;5;Tromboelastograma;8; ;Cirurgicos;CBHPM
2879;1,25-Dihidroxi Vitamina D;40305015;;5;1,25-Dihidroxi Vitamina D;8; ;Cirurgicos;CBHPM
2880;11-Desoxicorticosterona;40305740;;5;11-Desoxicorticosterona;8; ;Cirurgicos;CBHPM
2881;17-Cetogênicos (17-Cgs);40305040;;5;17-Cetogênicos (17-Cgs);8; ;Cirurgicos;CBHPM
2882;17-Cetogênicos Cromatografia;40305058;;5;17-Cetogênicos Cromatografia;8; ;Cirurgicos;CBHPM
2883;17-Cetosteróides (17-Cts) - Cromatografia;40305066;;5;17-Cetosteróides (17-Cts) - Cromatografia;8; ;Cirurgicos;CBHPM
2884;17-Cetosteróides Relação Alfa/Beta;40305074;;5;17-Cetosteróides Relação Alfa/Beta;8; ;Cirurgicos;CBHPM
2885;17-Cetosteróides Totais (17-Cts);40305082;;5;17-Cetosteróides Totais (17-Cts);8; ;Cirurgicos;CBHPM
2886;17-Hidroxicorticosteróides (17-Ohs);40305783;;5;17-Hidroxicorticosteróides (17-Ohs);8; ;Cirurgicos;CBHPM
2887;17-Hidroxipregnenolona;40305090;;5;17-Hidroxipregnenolona;8; ;Cirurgicos;CBHPM
2888;Ácido 5 Hidróxi Indol Acético, Dosagem Na Urina;40305112;;5;Ácido 5 Hidróxi Indol Acético, Dosagem Na Urina;8; ;Cirurgicos;CBHPM
2889;Ácido Homo Vanílico;40305120;;5;Ácido Homo Vanílico;8; ;Cirurgicos;CBHPM
2890;Amp Cíclico;40305163;;5;Amp Cíclico;8; ;Cirurgicos;CBHPM
2891;Cortisol Livre;40305210;;5;Cortisol Livre;8; ;Cirurgicos;CBHPM
2892;Curva Glicêmica (6 Dosagens);40305228;;5;Curva Glicêmica (6 Dosagens);8; ;Cirurgicos;CBHPM
2893;Curva Insulínica  (6 Dosagens);40305236;;5;Curva Insulínica  (6 Dosagens);8; ;Cirurgicos;CBHPM
2894;Dosagem De Receptor De Progesterona Ou De Estrogênio;40305279;;5;Dosagem De Receptor De Progesterona Ou De Estrogênio;8; ;Cirurgicos;CBHPM
2895;Enzima Conversora Da Angiotensina (Eca);40305287;;5;Enzima Conversora Da Angiotensina (Eca);8; ;Cirurgicos;CBHPM
2896;Eritropoietina;40305295;;5;Eritropoietina;8; ;Cirurgicos;CBHPM
2897;Estrogênios Totais (Fenolesteróides);40305597;;5;Estrogênios Totais (Fenolesteróides);8; ;Cirurgicos;CBHPM
2898;Gad-Ab-Antidescarboxilase Do Ácido;40305341;;5;Gad-Ab-Antidescarboxilase Do Ácido;8; ;Cirurgicos;CBHPM
2899;Glucagon, Dosagem;40305368;;5;Glucagon, Dosagem;8; ;Cirurgicos;CBHPM
2900;Hormônio Antidiurético (Vasopressina);40305384;;5;Hormônio Antidiurético (Vasopressina);8; ;Cirurgicos;CBHPM
2901;Hormônio Gonodotrofico Corionico Qualitativo (Hcg-Beta-Hcg);40305759;;5;Hormônio Gonodotrofico Corionico Qualitativo (Hcg-Beta-Hcg);8; ;Cirurgicos;CBHPM
2902;Hormônio Gonodotrofico Corionico Quantitativo (Hcg-Beta-Hcg);40305767;;5;Hormônio Gonodotrofico Corionico Quantitativo (Hcg-Beta-Hcg);8; ;Cirurgicos;CBHPM
2903;"""Igf Bp3 (Proteína Ligadora Dos Fatores De Crescimento """"Insulin-Like"""")""";40305406;;5;"""Igf Bp3 (Proteína Ligadora Dos Fatores De Crescimento """"Insulin-Like"""")""";8; ;Cirurgicos;CBHPM
2904;Iodo Protéico (Pbi);40305600;;5;Iodo Protéico (Pbi);8; ;Cirurgicos;CBHPM
2905;Lactogênico Placentário Hormônio;40305619;;5;Lactogênico Placentário Hormônio;8; ;Cirurgicos;CBHPM
2906;Leptina;40305422;;5;Leptina;8; ;Cirurgicos;CBHPM
2907;Macroprolactina;40305775;;5;Macroprolactina;8; ;Cirurgicos;CBHPM
2908;N-Telopeptídeo;40305449;;5;N-Telopeptídeo;8; ;Cirurgicos;CBHPM
2909;Paratormônio - Pth Ou Fração (Cada);40305465;;5;Paratormônio - Pth Ou Fração (Cada);8; ;Cirurgicos;CBHPM
2910;Piridinolina;40305490;;5;Piridinolina;8; ;Cirurgicos;CBHPM
2911;Pregnandiol;40305503;;5;Pregnandiol;8; ;Cirurgicos;CBHPM
2912;Pregnantriol;40305511;;5;Pregnantriol;8; ;Cirurgicos;CBHPM
2913;Prova Do Lh-Rh, Dosagem Do Fsh Sem Fornecimento De Medicamento (Cada);40305546;;5;Prova Do Lh-Rh, Dosagem Do Fsh Sem Fornecimento De Medicamento (Cada);8; ;Cirurgicos;CBHPM
2914;Prova Do Lh-Rh, Dosagem Do Lh Sem Fornecimento De Medicamento (Cada);40305554;;5;Prova Do Lh-Rh, Dosagem Do Lh Sem Fornecimento De Medicamento (Cada);8; ;Cirurgicos;CBHPM
2915;Prova Do Trh-Hpr, Dosagem Do Hpr Sem Fornecimento Do Material (Cada);40305562;;5;Prova Do Trh-Hpr, Dosagem Do Hpr Sem Fornecimento Do Material (Cada);8; ;Cirurgicos;CBHPM
2916;Prova Do Trh-Tsh, Dosagem Do Tsh Sem Fornecimento Do Material (Cada);40305570;;5;Prova Do Trh-Tsh, Dosagem Do Tsh Sem Fornecimento Do Material (Cada);8; ;Cirurgicos;CBHPM
2917;Prova Para Diabete Insípido (Restrição Hídrica  Nacl 3% Vasopressina);40305589;;5;Prova Para Diabete Insípido (Restrição Hídrica  Nacl 3% Vasopressina);8; ;Cirurgicos;CBHPM
2918;Provas De Função Tireoideana (T3, T4, Índices E Tsh);40305627;;5;Provas De Função Tireoideana (T3, T4, Índices E Tsh);8; ;Cirurgicos;CBHPM
2657;Implante De Endoprótese Em Aneurisma De Aorta Abdominal Ou Torácica Com Stent Revestido (Stent-Graft;40813940;;5;Implante De Endoprótese Em Aneurisma De Aorta Abdominal Ou Torácica Com Stent Revestido (Stent-Graft;8; ;Cirurgicos;CBHPM
2658;Implante De Endoprótese Em Dissecção De Aorta Abdominal Ou Torácica Com Stent Revestido (Stent-Graft;40813959;;5;Implante De Endoprótese Em Dissecção De Aorta Abdominal Ou Torácica Com Stent Revestido (Stent-Graft;8; ;Cirurgicos;CBHPM
2659;Litotripsia Mecânica De Cálculos Renais Orientada Por Rx Ou Us;40814114;;5;Litotripsia Mecânica De Cálculos Renais Orientada Por Rx Ou Us;8; ;Cirurgicos;CBHPM
2660;Testes Vestibulares, Com Prova Calórica, Com Eletronistagmografia;41401476;;5;Testes Vestibulares, Com Prova Calórica, Com Eletronistagmografia;8; ;Cirurgicos;CBHPM
2661;Testes Vestibulares, Com Prova Calórica, Sem Eletronistagmografia;41401484;;5;Testes Vestibulares, Com Prova Calórica, Sem Eletronistagmografia;8; ;Cirurgicos;CBHPM
2662;Testes Vestibulares, Com Vecto-Eletronistagmografia;41401492;;5;Testes Vestibulares, Com Vecto-Eletronistagmografia;8; ;Cirurgicos;CBHPM
2663;Biometria Ultra-Sônica - Monocular;41501012;;5;Biometria Ultra-Sônica - Monocular;8; ;Cirurgicos;CBHPM
2664;Cavernosometria;41501020;;5;Cavernosometria;8; ;Cirurgicos;CBHPM
2665;Dopplermetria Dos Cordões Espermáticos;41501047;;5;Dopplermetria Dos Cordões Espermáticos;8; ;Cirurgicos;CBHPM
2666;Fotopletismografia (Venosa Ou Arterial) Por Lateralidade Ou Segmento;41501179;;5;Fotopletismografia (Venosa Ou Arterial) Por Lateralidade Ou Segmento;8; ;Cirurgicos;CBHPM
2667;Investigação Ultra-Sônica Com Registro Gráfico (Qualquer Área);41501063;;5;Investigação Ultra-Sônica Com Registro Gráfico (Qualquer Área);8; ;Cirurgicos;CBHPM
2668;Investigação Ultra-Sônica Com Teste De Stress E Com Registro Gráfico;41501071;;5;Investigação Ultra-Sônica Com Teste De Stress E Com Registro Gráfico;8; ;Cirurgicos;CBHPM
2669;Investigação Ultra-Sônica Com Teste De Stress E Sem Registro Gráfico;41501080;;5;Investigação Ultra-Sônica Com Teste De Stress E Sem Registro Gráfico;8; ;Cirurgicos;CBHPM
2670;Investigação Ultra-Sônica Com Teste De Stress Em Esteira E Com Registro Gráfico;41501098;;5;Investigação Ultra-Sônica Com Teste De Stress Em Esteira E Com Registro Gráfico;8; ;Cirurgicos;CBHPM
2671;Investigação Ultra-Sônica Sem Registro Gráfico (Qualquer Área);41501101;;5;Investigação Ultra-Sônica Sem Registro Gráfico (Qualquer Área);8; ;Cirurgicos;CBHPM
2672;Medida De Índice De Artelhos Com Registro Gráfico;41501110;;5;Medida De Índice De Artelhos Com Registro Gráfico;8; ;Cirurgicos;CBHPM
2673;Medida De Pressão Hepática;41501209;;5;Medida De Pressão Hepática;8; ;Cirurgicos;CBHPM
2674;Medida De Pressão Segmentar (Nos Quatro Segmentos);41501187;;5;Medida De Pressão Segmentar (Nos Quatro Segmentos);8; ;Cirurgicos;CBHPM
2675;Paquimetria Ultra-Sônica - Monocular;41501128;;5;Paquimetria Ultra-Sônica - Monocular;8; ;Cirurgicos;CBHPM
2676;Pletismografia (Qualquer Tipo) Por Lateralidade Ou Território;41501195;;5;Pletismografia (Qualquer Tipo) Por Lateralidade Ou Território;8; ;Cirurgicos;CBHPM
2677;Termometria Cutânea (Por Lateralidade:Pescoço, Membros, Bolsa Escrotal, Por Território Peniano);41501136;;5;Termometria Cutânea (Por Lateralidade:Pescoço, Membros, Bolsa Escrotal, Por Território Peniano);8; ;Cirurgicos;CBHPM
2678;Tomografia De Coerência Óptica - Monocular;41501144;;5;Tomografia De Coerência Óptica - Monocular;8; ;Cirurgicos;CBHPM
2679;Manipulação De Drenos Pós-Drenagem (Orientada Por Rx, Tc, Us Ou Rm);40814157;;5;Manipulação De Drenos Pós-Drenagem (Orientada Por Rx, Tc, Us Ou Rm);8; ;Cirurgicos;CBHPM
2680;Nefrostomia Percutânea Orientada Por Rx, Us, Tc Ou Rm;40813878;;5;Nefrostomia Percutânea Orientada Por Rx, Us, Tc Ou Rm;8; ;Cirurgicos;CBHPM
2681;Osteoplastia Ou Discectomia Percutânea (Vertebroplastia E Outras);40814092;;5;Osteoplastia Ou Discectomia Percutânea (Vertebroplastia E Outras);8; ;Cirurgicos;CBHPM
2682;Paracentese Orientada Por Rx Ou Us;40814149;;5;Paracentese Orientada Por Rx Ou Us;8; ;Cirurgicos;CBHPM
2683;Pielografia Percutânea Orientada Por Rx, Us, Tc Ou Rm;40813886;;5;Pielografia Percutânea Orientada Por Rx, Us, Tc Ou Rm;8; ;Cirurgicos;CBHPM
2684;Quimioembolização Para Tratamento De Tumor Hepático;40813916;;5;Quimioembolização Para Tratamento De Tumor Hepático;8; ;Cirurgicos;CBHPM
2685;Quimioterapia Por Cateter De Tumor De Cabeça E Pescoço;40813908;;5;Quimioterapia Por Cateter De Tumor De Cabeça E Pescoço;8; ;Cirurgicos;CBHPM
2686;Quimioterapia Por Cateter Intra-Arterial;40813924;;5;Quimioterapia Por Cateter Intra-Arterial;8; ;Cirurgicos;CBHPM
2687;Repermeabilização Tubária Para Tratamento De Infertilidade;40814050;;5;Repermeabilização Tubária Para Tratamento De Infertilidade;8; ;Cirurgicos;CBHPM
2688;Retirada Percutânea De Cálculos Biliares Orientada Por Rx, Us Ou Tc;40814068;;5;Retirada Percutânea De Cálculos Biliares Orientada Por Rx, Us Ou Tc;8; ;Cirurgicos;CBHPM
2689;Retirada Percutânea De Cálculos Renais Orientada Por Rx, Us Ou Tc;40814076;;5;Retirada Percutânea De Cálculos Renais Orientada Por Rx, Us Ou Tc;8; ;Cirurgicos;CBHPM
2690;Retirada Percutânea De Corpo Estranho Intravascular;40814084;;5;Retirada Percutânea De Corpo Estranho Intravascular;8; ;Cirurgicos;CBHPM
2691;Sinusografia (Abscessografia);40814130;;5;Sinusografia (Abscessografia);8; ;Cirurgicos;CBHPM
2692;Tips - Anastomose Porto-Cava Percutânea Para Tratamento De Hipertensão Portal;40813932;;5;Tips - Anastomose Porto-Cava Percutânea Para Tratamento De Hipertensão Portal;8; ;Cirurgicos;CBHPM
2693;Traqueotomia Percutânea Orientada Por Rx Ou Tc;40813827;;5;Traqueotomia Percutânea Orientada Por Rx Ou Tc;8; ;Cirurgicos;CBHPM
2694;Tratamento De Pseudoaneurisma Por Compressão Com Us-Doppler;40813967;;5;Tratamento De Pseudoaneurisma Por Compressão Com Us-Doppler;8; ;Cirurgicos;CBHPM
2695;Tratamento Do Vasoespasmo Pós-Trauma;40813975;;5;Tratamento Do Vasoespasmo Pós-Trauma;8; ;Cirurgicos;CBHPM
2696;Trituração De Calcificação Tendínea Orientada Por Rx Ou Us;40814122;;5;Trituração De Calcificação Tendínea Orientada Por Rx Ou Us;8; ;Cirurgicos;CBHPM
2697;Trombectomia Mecânica Para Tratamento De Tep;40813983;;5;Trombectomia Mecânica Para Tratamento De Tep;8; ;Cirurgicos;CBHPM
2698;Trombectomia Mecânica Venosa;40813991;;5;Trombectomia Mecânica Venosa;8; ;Cirurgicos;CBHPM
2699;Trombectomia Medicamentosa Para Tratamento De Tep;40814017;;5;Trombectomia Medicamentosa Para Tratamento De Tep;8; ;Cirurgicos;CBHPM
2700;Trombólise Medicamentosa Arterial Ou Venosa - Por Vaso;40814025;;5;Trombólise Medicamentosa Arterial Ou Venosa - Por Vaso;8; ;Cirurgicos;CBHPM
2701;Trombólise Medicamentosa Arterial Ou Venosa Para Tratamento De Isquemia Mesentérica;40814033;;5;Trombólise Medicamentosa Arterial Ou Venosa Para Tratamento De Isquemia Mesentérica;8; ;Cirurgicos;CBHPM
2702;Trombólise Medicamentosa Em Troncos Supra-Aórticos E Intracranianos;40814041;;5;Trombólise Medicamentosa Em Troncos Supra-Aórticos E Intracranianos;8; ;Cirurgicos;CBHPM
2703;Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos);40901181;;5;Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos);8; ;Cirurgicos;CBHPM
2704;Abdome Inferior Masculino (Bexiga, Próstata E Vesículas Seminais);40901173;;5;Abdome Inferior Masculino (Bexiga, Próstata E Vesículas Seminais);8; ;Cirurgicos;CBHPM
2705;Abdome Superior (Fígado, Vias Biliares, Vesícula, Pâncreas, Baço);40901130;;5;Abdome Superior (Fígado, Vias Biliares, Vesícula, Pâncreas, Baço);8; ;Cirurgicos;CBHPM
2706;Abdome Total (Inclui Abdome Inferior);40901122;;5;Abdome Total (Inclui Abdome Inferior);8; ;Cirurgicos;CBHPM
2707;Aparelho Urinário Feminino (Rins, Ureteres E Bexiga);40901157;;5;Aparelho Urinário Feminino (Rins, Ureteres E Bexiga);8; ;Cirurgicos;CBHPM
2708;US - Aparelho urinário (rins, ureteres e bexiga);40901769;;5;US - APARELHO URINARIO (RINS, URETERES E BEXIGA);8; ;Cirurgicos;CBHPM
2709;Articular (Por Articulação);40901220;;5;Articular (Por Articulação);8; ;Cirurgicos;CBHPM
2710;Dermatológico - Pele E Subcutâneo;40901190;;5;Dermatológico - Pele E Subcutâneo;8; ;Cirurgicos;CBHPM
2711;Doppler Colorido Arterial De Membro Inferior - Unilateral;40901475;;5;Doppler Colorido Arterial De Membro Inferior - Unilateral;8; ;Cirurgicos;CBHPM
2712;Doppler Colorido Arterial De Membro Superior - Unilateral;40901459;;5;Doppler Colorido Arterial De Membro Superior - Unilateral;8; ;Cirurgicos;CBHPM
2713;Doppler Colorido De Aorta E Artérias Renais;40901394;;5;Doppler Colorido De Aorta E Artérias Renais;8; ;Cirurgicos;CBHPM
2714;Doppler Colorido De Aorta E Ilíacas;40901408;;5;Doppler Colorido De Aorta E Ilíacas;8; ;Cirurgicos;CBHPM
2715;Doppler Colorido De Artérias Penianas (Sem Fármaco Indução);40901513;;5;Doppler Colorido De Artérias Penianas (Sem Fármaco Indução);8; ;Cirurgicos;CBHPM
2716;Doppler Colorido De Artérias Viscerais (Mesentéricas Superior E Inferior E Tronco Celíaco);40901416;;5;Doppler Colorido De Artérias Viscerais (Mesentéricas Superior E Inferior E Tronco Celíaco);8; ;Cirurgicos;CBHPM
