NR_SEQUENCIA;DS_PROC_EXAME;CD_PROCEDIMENTO;CD_PROCEDIMENTO_TUSS;IE_ORIGEM_PROCED;DS_PROC_EXAME_LOC;IE_ORIGEM_PROC_TUSS;DS_PROCEDIMENTO_TUSS;DS_TIPO_UTIL;DS_ORIGEM_PROCED
1414;Dermatocalaze Ou Blefarocalaze - Unilateral;30301106;;5;Dermatocalaze Ou Blefarocalaze - Unilateral;8; ;Cirurgicos;CBHPM
1415;Retirada De Óleo De Silicone Via Pars Plana;30307082;;5;Retirada De Óleo De Silicone Via Pars Plana;8; ;Cirurgicos;CBHPM
1416;Troca Fluido Gasosa;30307090;;5;Troca Fluido Gasosa;8; ;Cirurgicos;CBHPM
1417;Vitrectomia A Céu Aberto - Ceratoprótese;30307104;;5;Vitrectomia A Céu Aberto - Ceratoprótese;8; ;Cirurgicos;CBHPM
1418;Vitrectomia Anterior;30307112;;5;Vitrectomia Anterior;8; ;Cirurgicos;CBHPM
1419;Vitrectomia Vias Pars Plana;30307120;;5;Vitrectomia Vias Pars Plana;8; ;Cirurgicos;CBHPM
1420;Biópsia De Esclera;30308011;;5;Biópsia De Esclera;8; ;Cirurgicos;CBHPM
1421;Enxerto De Esclera (Qualquer Técnica);30308020;;5;Enxerto De Esclera (Qualquer Técnica);8; ;Cirurgicos;CBHPM
1422;Sutura De Esclera;30308038;;5;Sutura De Esclera;8; ;Cirurgicos;CBHPM
1423;Enucleação Ou Evisceração Com Ou Sem Implante;30309018;;5;Enucleação Ou Evisceração Com Ou Sem Implante;8; ;Cirurgicos;CBHPM
1424;Injeção Retrobulbar;30309026;;5;Injeção Retrobulbar;8; ;Cirurgicos;CBHPM
1425;Reconstituição De Globo Ocular Com Lesão De Estruturas Intra-Oculares;30309034;;5;Reconstituição De Globo Ocular Com Lesão De Estruturas Intra-Oculares;8; ;Cirurgicos;CBHPM
1426;Biópsia De Íris E Corpo Ciliar;30310016;;5;Biópsia De Íris E Corpo Ciliar;8; ;Cirurgicos;CBHPM
1427;Cicloterapia - Qualquer Técnica;30310024;;5;Cicloterapia - Qualquer Técnica;8; ;Cirurgicos;CBHPM
1428;Cirurgias Fistulizantes Antiglaucomatosas;30310032;;5;Cirurgias Fistulizantes Antiglaucomatosas;8; ;Cirurgicos;CBHPM
1429;Cirurgias Fistulizantes Com Implantes Valvulares;30310040;;5;Cirurgias Fistulizantes Com Implantes Valvulares;8; ;Cirurgicos;CBHPM
1430;Drenagem De Descolamento De Coróide;30310059;;5;Drenagem De Descolamento De Coróide;8; ;Cirurgicos;CBHPM
1431;Fototrabeculoplastia (Laser);30310067;;5;Fototrabeculoplastia (Laser);8; ;Cirurgicos;CBHPM
1432;Goniotomia Ou Trabeculotomia;30310075;;5;Goniotomia Ou Trabeculotomia;8; ;Cirurgicos;CBHPM
1433;Iridectomia (Laser Ou Cirúrgica);30310083;;5;Iridectomia (Laser Ou Cirúrgica);8; ;Cirurgicos;CBHPM
1434;Iridociclectomia;30310091;;5;Iridociclectomia;8; ;Cirurgicos;CBHPM
1435;Sinequiotomia (Cirúrgica);30310105;;5;Sinequiotomia (Cirúrgica);8; ;Cirurgicos;CBHPM
1436;Bíceps Femoral (Biceps Femoris);30703018;;5;Bíceps Femoral (Biceps Femoris);8; ;Cirurgicos;CBHPM
1437;Extensor Comum Dos Dedos (Extensor Digitorum Longus);30703026;;5;Extensor Comum Dos Dedos (Extensor Digitorum Longus);8; ;Cirurgicos;CBHPM
1438;Extensor Próprio Do Dedo Gordo (Extensor Hallucis Longus);30703034;;5;Extensor Próprio Do Dedo Gordo (Extensor Hallucis Longus);8; ;Cirurgicos;CBHPM
1439;Flexor Curto Plantar (Flexor Digitorum Brevis);30703042;;5;Flexor Curto Plantar (Flexor Digitorum Brevis);8; ;Cirurgicos;CBHPM
1440;Grande Dorsal (Latissimus Dorsi);30703050;;5;Grande Dorsal (Latissimus Dorsi);8; ;Cirurgicos;CBHPM
1441;Grande Peitoral (Pectoralis Major);30703069;;5;Grande Peitoral (Pectoralis Major);8; ;Cirurgicos;CBHPM
1442;Músculo Pédio (Extensor Digitorum Brevis);30703077;;5;Músculo Pédio (Extensor Digitorum Brevis);8; ;Cirurgicos;CBHPM
1443;Os Músculos Latissimus Dorsi,Gracilis,Rectus Femoris,Tensor Fascia Lata,Flexor Digitorum Brevis, Qua;30703085;;5;Os Músculos Latissimus Dorsi,Gracilis,Rectus Femoris,Tensor Fascia Lata,Flexor Digitorum Brevis, Qua;8; ;Cirurgicos;CBHPM
1444;Outros Transplantes Musculares;30703093;;5;Outros Transplantes Musculares;8; ;Cirurgicos;CBHPM
1445;Primeiro Radial Externo (Extensor Carpi Radialis Longus);30703107;;5;Primeiro Radial Externo (Extensor Carpi Radialis Longus);8; ;Cirurgicos;CBHPM
1446;Reto Anterior (Rectus Femoris);30703115;;5;Reto Anterior (Rectus Femoris);8; ;Cirurgicos;CBHPM
1447;Reto Interno (Gracilis);30703123;;5;Reto Interno (Gracilis);8; ;Cirurgicos;CBHPM
1448;Sartório (Sartorius);30703131;;5;Sartório (Sartorius);8; ;Cirurgicos;CBHPM
1449;Semimembranoso (Semimembranosus);30703140;;5;Semimembranoso (Semimembranosus);8; ;Cirurgicos;CBHPM
1450;Semitendinoso (Semitendinosus);30703158;;5;Semitendinoso (Semitendinosus);8; ;Cirurgicos;CBHPM
1451;Serrato Maior (Serratus);30703166;;5;Serrato Maior (Serratus);8; ;Cirurgicos;CBHPM
1452;Supinador Longo (Brachioradialis);30703174;;5;Supinador Longo (Brachioradialis);8; ;Cirurgicos;CBHPM
1453;Tensor Da Fascia Lata (Tensor Fascia Lata);30703182;;5;Tensor Da Fascia Lata (Tensor Fascia Lata);8; ;Cirurgicos;CBHPM
1454;Costela;30704014;;5;Costela;8; ;Cirurgicos;CBHPM
1455;Ilíaco;30704022;;5;Ilíaco;8; ;Cirurgicos;CBHPM
1456;Osteocutâneo De Ilíaco;30704030;;5;Osteocutâneo De Ilíaco;8; ;Cirurgicos;CBHPM
1457;Osteocutâneos De Costela;30704049;;5;Osteocutâneos De Costela;8; ;Cirurgicos;CBHPM
1458;Osteomusculocutâneo De Costela;30704057;;5;Osteomusculocutâneo De Costela;8; ;Cirurgicos;CBHPM
1459;Outros Transplantes Ósseos E Osteomusculocutâneos;30704065;;5;Outros Transplantes Ósseos E Osteomusculocutâneos;8; ;Cirurgicos;CBHPM
1460;Perônio Ou Fíbula;30704073;;5;Perônio Ou Fíbula;8; ;Cirurgicos;CBHPM
1461;Transplante Ósseo Vascularizado (Microanastomose);30704081;;5;Transplante Ósseo Vascularizado (Microanastomose);8; ;Cirurgicos;CBHPM
1462;Autotransplante De Dois Retalhos  Musculares Combinados, Isolados E Associados Entre Si, Ligados Por;30705010;;5;Autotransplante De Dois Retalhos  Musculares Combinados, Isolados E Associados Entre Si, Ligados Por;8; ;Cirurgicos;CBHPM
1463;Autotransplante De Dois Retalhos Cutâneos Combinados, Isolados E Associados Entre Si, Ligados Por Um;30705029;;5;Autotransplante De Dois Retalhos Cutâneos Combinados, Isolados E Associados Entre Si, Ligados Por Um;8; ;Cirurgicos;CBHPM
1464;Autotransplante De Dois Retalhos,  Um  Cutâneo  Combinado A Um Muscular,  Isolados  E Associados Ent;30705037;;5;Autotransplante De Dois Retalhos,  Um  Cutâneo  Combinado A Um Muscular,  Isolados  E Associados Ent;8; ;Cirurgicos;CBHPM
1197;Tiroplastia Tipo 1 Com Rotação De Aritenóide;30206308;;5;Tiroplastia Tipo 1 Com Rotação De Aritenóide;8; ;Cirurgicos;CBHPM
1198;Tiroplastia Tipo 1 Simples;30206316;;5;Tiroplastia Tipo 1 Simples;8; ;Cirurgicos;CBHPM
1199;Tiroplastia Tipo 2 Ou 3;30206324;;5;Tiroplastia Tipo 2 Ou 3;8; ;Cirurgicos;CBHPM
1200;Tratamento Cirúrgico Da Estenose Laringo-Traqueal;30206359;;5;Tratamento Cirúrgico Da Estenose Laringo-Traqueal;8; ;Cirurgicos;CBHPM
1201;Tratamento Cirúrgico De Trauma Laríngeo (Agudo);30206367;;5;Tratamento Cirúrgico De Trauma Laríngeo (Agudo);8; ;Cirurgicos;CBHPM
1202;Fratura  Simples De Mandíbula Com Contenção E Bloqueio Intermaxilar Eventual;30207088;;5;Fratura  Simples De Mandíbula Com Contenção E Bloqueio Intermaxilar Eventual;8; ;Cirurgicos;CBHPM
1203;Fratura Cominutiva De Mandíbula - Redução Cirúrgica Com Fixação Óssea E Bloqueio Intermaxilar Eventu;30207118;;5;Fratura Cominutiva De Mandíbula - Redução Cirúrgica Com Fixação Óssea E Bloqueio Intermaxilar Eventu;8; ;Cirurgicos;CBHPM
1204;Fratura De Maxila, Tipo Lefort I E Ii - Redução E Aplicação De Levantamento Zigomático-Maxilar Com B;30207142;;5;Fratura De Maxila, Tipo Lefort I E Ii - Redução E Aplicação De Levantamento Zigomático-Maxilar Com B;8; ;Cirurgicos;CBHPM
1205;Fratura De Maxila, Tipo Lefort Iii - Redução E Aplicação De Levantamento Crânio-Maxilar Com Bloqueio;30207150;;5;Fratura De Maxila, Tipo Lefort Iii - Redução E Aplicação De Levantamento Crânio-Maxilar Com Bloqueio;8; ;Cirurgicos;CBHPM
1206;Fratura Do Arco Zigomático - Redução Cirúrgica Com Fixação;30207070;;5;Fratura Do Arco Zigomático - Redução Cirúrgica Com Fixação;8; ;Cirurgicos;CBHPM
1207;Fratura Do Arco Zigomático - Redução Instrumental Sem Fixação;30207061;;5;Fratura Do Arco Zigomático - Redução Instrumental Sem Fixação;8; ;Cirurgicos;CBHPM
1208;Fratura Lefort I - Fixação Cirúrgica Com Síntese Óssea, Levantamento E Bloqueio Intermaxilar Eventua;30207169;;5;Fratura Lefort I - Fixação Cirúrgica Com Síntese Óssea, Levantamento E Bloqueio Intermaxilar Eventua;8; ;Cirurgicos;CBHPM
1209;Fratura Lefort Ii - Fixação Cirúrgica Com Síntese Óssea, Levantamento E Bloqueio Intermaxilar Eventu;30207177;;5;Fratura Lefort Ii - Fixação Cirúrgica Com Síntese Óssea, Levantamento E Bloqueio Intermaxilar Eventu;8; ;Cirurgicos;CBHPM
1210;Fratura Lefort Iii - Fixação Cirúrgica Com Síntese Óssea, Levantamento Crânio-Maxilar E Bloqueio Int;30207185;;5;Fratura Lefort Iii - Fixação Cirúrgica Com Síntese Óssea, Levantamento Crânio-Maxilar E Bloqueio Int;8; ;Cirurgicos;CBHPM
1211;Fratura Naso Etmóido Órbito-Etmoidal;30207100;;5;Fratura Naso Etmóido Órbito-Etmoidal;8; ;Cirurgicos;CBHPM
1212;Fratura Simples De Mandíbula - Redução Cirúrgica Com Fixação Óssea E Bloqueio Intermaxilar Eventual;30207096;;5;Fratura Simples De Mandíbula - Redução Cirúrgica Com Fixação Óssea E Bloqueio Intermaxilar Eventual;8; ;Cirurgicos;CBHPM
1213;Sinusectomia Frontal Com Retalho Osteoplástico Ou Via Coronal;30502217;;5;Sinusectomia Frontal Com Retalho Osteoplástico Ou Via Coronal;8; ;Cirurgicos;CBHPM
1214;Sinusectomia Fronto-Etmoidal Por Via Externa;30502225;;5;Sinusectomia Fronto-Etmoidal Por Via Externa;8; ;Cirurgicos;CBHPM
1215;Sinusectomia Maxilar - Via Endonasal;30502209;;5;Sinusectomia Maxilar - Via Endonasal;8; ;Cirurgicos;CBHPM
1216;Sinusectomia Maxilar - Via Endonasal Por Videoendoscopia;30502322;;5;Sinusectomia Maxilar - Via Endonasal Por Videoendoscopia;8; ;Cirurgicos;CBHPM
1217;Sinusectomia Maxilar - Via Oral (Caldwell-Luc);30502233;;5;Sinusectomia Maxilar - Via Oral (Caldwell-Luc);8; ;Cirurgicos;CBHPM
1218;Sinusectomia Transmaxilar (Ermiro De Lima);30502241;;5;Sinusectomia Transmaxilar (Ermiro De Lima);8; ;Cirurgicos;CBHPM
1219;Sinusotomia Esfenoidal;30502250;;5;Sinusotomia Esfenoidal;8; ;Cirurgicos;CBHPM
1220;Sinusotomia Esfenoidal Por Videoendoscopia;30502349;;5;Sinusotomia Esfenoidal Por Videoendoscopia;8; ;Cirurgicos;CBHPM
1221;Sinusotomia Frontal Intranasal;30502268;;5;Sinusotomia Frontal Intranasal;8; ;Cirurgicos;CBHPM
1222;Sinusotomia Frontal Intranasal Por Videoendoscopia;30502357;;5;Sinusotomia Frontal Intranasal Por Videoendoscopia;8; ;Cirurgicos;CBHPM
1223;Sinusotomia Frontal Via Externa;30502276;;5;Sinusotomia Frontal Via Externa;8; ;Cirurgicos;CBHPM
1224;Biópsia Cirúrgica De Costela Ou Esterno;30601223;;5;Biópsia Cirúrgica De Costela Ou Esterno;8; ;Cirurgicos;CBHPM
1225;Correção De Deformidades Da Parede Torácica;30601010;;5;Correção De Deformidades Da Parede Torácica;8; ;Cirurgicos;CBHPM
1226;Correção De Deformidades Da Parede Torácica Por Vídeo;30601274;;5;Correção De Deformidades Da Parede Torácica Por Vídeo;8; ;Cirurgicos;CBHPM
1227;Costectomia (Porte Para 1 Arco Costal, 30% Deste Porte Para Cada Arco Adicional);30601029;;5;Costectomia (Porte Para 1 Arco Costal, 30% Deste Porte Para Cada Arco Adicional);8; ;Cirurgicos;CBHPM
1228;Esternectomia Subtotal;30601037;;5;Esternectomia Subtotal;8; ;Cirurgicos;CBHPM
1229;Esternectomia Total;30601045;;5;Esternectomia Total;8; ;Cirurgicos;CBHPM
1230;Fechamento De Pleurostomia;30601053;;5;Fechamento De Pleurostomia;8; ;Cirurgicos;CBHPM
1231;Fratura Luxação De Esterno Ou Costela - Redução Incruenta;30601231;;5;Fratura Luxação De Esterno Ou Costela - Redução Incruenta;8; ;Cirurgicos;CBHPM
1232;Fratura Luxação De Esterno Ou Costela - Tratamento Cirúrgico;30601240;;5;Fratura Luxação De Esterno Ou Costela - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
1233;Mobilização De Retalhos Musculares Ou Do Omento;30601070;;5;Mobilização De Retalhos Musculares Ou Do Omento;8; ;Cirurgicos;CBHPM
1234;Osteomielite De Costela Ou Esterno - Tratamento Cirúrgico;30601258;;5;Osteomielite De Costela Ou Esterno - Tratamento Cirúrgico;8; ;Cirurgicos;CBHPM
1235;Plumbagem Extrafascial;30601088;;5;Plumbagem Extrafascial;8; ;Cirurgicos;CBHPM
1236;Punção Biópsia De Costela Ou Esterno;30601266;;5;Punção Biópsia De Costela Ou Esterno;8; ;Cirurgicos;CBHPM
1237;Reconstrução Da Parede Torácica (Com Ou Sem Prótese);30601096;;5;Reconstrução Da Parede Torácica (Com Ou Sem Prótese);8; ;Cirurgicos;CBHPM
1238;Reconstrução Da Parede Torácica Com Retalhos Cutâneos;30601100;;5;Reconstrução Da Parede Torácica Com Retalhos Cutâneos;8; ;Cirurgicos;CBHPM
1239;Reconstrução Da Parede Torácica Com Retalhos Musculares Ou Miocutâneos;30601118;;5;Reconstrução Da Parede Torácica Com Retalhos Musculares Ou Miocutâneos;8; ;Cirurgicos;CBHPM
1240;Reconstrução Da Região Esternal Com Retalhos Musculares Bilaterais;30601126;;5;Reconstrução Da Região Esternal Com Retalhos Musculares Bilaterais;8; ;Cirurgicos;CBHPM
1241;Ressecção De Tumor Do Diafragma E Reconstrução (Qualquer Técnica);30601134;;5;Ressecção De Tumor Do Diafragma E Reconstrução (Qualquer Técnica);8; ;Cirurgicos;CBHPM
1242;Ressutura De Parede Torácica;30601290;;5;Ressutura De Parede Torácica;8; ;Cirurgicos;CBHPM
1243;Fraturas Alveolares - Fixação Com Aparelho E Contenção;30207134;;5;Fraturas Alveolares - Fixação Com Aparelho E Contenção;8; ;Cirurgicos;CBHPM
1244;Fraturas Complexas De Mandíbula - Redução Cirúrgica Com Fixação Óssea E Eventual Bloqueio Intermaxil;30207126;;5;Fraturas Complexas De Mandíbula - Redução Cirúrgica Com Fixação Óssea E Eventual Bloqueio Intermaxil;8; ;Cirurgicos;CBHPM
1245;Fraturas Complexas Do Terço Médio Da Face, Fixação Cirúrgica Com Síntese, Levantamento Crânio-Maxila;30207207;;5;Fraturas Complexas Do Terço Médio Da Face, Fixação Cirúrgica Com Síntese, Levantamento Crânio-Maxila;8; ;Cirurgicos;CBHPM
1246;Fraturas Múltiplas De Terço Médio Da Face:Fixação Cirúrgica Com Síntese Óssea, Levantamento Crânio M;30207193;;5;Fraturas Múltiplas De Terço Médio Da Face:Fixação Cirúrgica Com Síntese Óssea, Levantamento Crânio M;8; ;Cirurgicos;CBHPM
1247;Redução De Fratura De Seio Frontal (Acesso Coronal);30207045;;5;Redução De Fratura De Seio Frontal (Acesso Coronal);8; ;Cirurgicos;CBHPM
1248;Redução De Fratura De Seio Frontal (Acesso Frontal);30207037;;5;Redução De Fratura De Seio Frontal (Acesso Frontal);8; ;Cirurgicos;CBHPM
1249;Redução De Fratura Do Malar (Com Fixação);30207029;;5;Redução De Fratura Do Malar (Com Fixação);8; ;Cirurgicos;CBHPM
1250;Redução De Fratura Do Malar (Sem Fixação);30207010;;5;Redução De Fratura Do Malar (Sem Fixação);8; ;Cirurgicos;CBHPM
1251;Retirada Dos Meios De Fixação (Na Face);30207215;;5;Retirada Dos Meios De Fixação (Na Face);8; ;Cirurgicos;CBHPM
1252;Artroplastia Para Luxação Recidivante Da Articulação Têmporo-Mandibular;30208017;;5;Artroplastia Para Luxação Recidivante Da Articulação Têmporo-Mandibular;8; ;Cirurgicos;CBHPM
1253;Osteoplastia Para Prognatismo, Micrognatismo Ou Laterognatismo;30208025;;5;Osteoplastia Para Prognatismo, Micrognatismo Ou Laterognatismo;8; ;Cirurgicos;CBHPM
1254;Osteotomia Crânio-Maxilares Complexas;30208084;;5;Osteotomia Crânio-Maxilares Complexas;8; ;Cirurgicos;CBHPM
1255;Osteotomia Tipo Lefort I;30208050;;5;Osteotomia Tipo Lefort I;8; ;Cirurgicos;CBHPM
1256;Osteotomia Tipo Lefort Ii;30208068;;5;Osteotomia Tipo Lefort Ii;8; ;Cirurgicos;CBHPM
1257;Osteotomia Tipo Lefort Iii - Extracraniana;30208076;;5;Osteotomia Tipo Lefort Iii - Extracraniana;8; ;Cirurgicos;CBHPM
1258;Osteotomias Alvéolo Palatinas;30208033;;5;Osteotomias Alvéolo Palatinas;8; ;Cirurgicos;CBHPM
1259;Osteotomias Segmentares Da Maxila Ou Malar;30208041;;5;Osteotomias Segmentares Da Maxila Ou Malar;8; ;Cirurgicos;CBHPM
1260;Reconstrução Parcial Da Mandíbula Com Enxerto Ósseo;30208106;;5;Reconstrução Parcial Da Mandíbula Com Enxerto Ósseo;8; ;Cirurgicos;CBHPM
1261;Reconstrução Total De Mandíbula Com Prótese E Ou Enxerto Ósseo;30208114;;5;Reconstrução Total De Mandíbula Com Prótese E Ou Enxerto Ósseo;8; ;Cirurgicos;CBHPM
1262;Redução Simples Da Luxação Da Articulação Têmporo-Mandibular Com Fixação Intermaxilar;30208092;;5;Redução Simples Da Luxação Da Articulação Têmporo-Mandibular Com Fixação Intermaxilar;8; ;Cirurgicos;CBHPM
1263;Translocação Etmóido Orbital Para Tratamento Do Hipertelorismo    Miocutâneo Associado A Expansor De;30208130;;5;Translocação Etmóido Orbital Para Tratamento Do Hipertelorismo    Miocutâneo Associado A Expansor De;8; ;Cirurgicos;CBHPM
1264;Tratamento Cirúrgico De Anquilose Da Articulação Têmporo Mandibular;30208122;;5;Tratamento Cirúrgico De Anquilose Da Articulação Têmporo Mandibular;8; ;Cirurgicos;CBHPM
1265;Correção Cirúrgica De Depressão (Afundamento) Da Região Frontal;30209056;;5;Correção Cirúrgica De Depressão (Afundamento) Da Região Frontal;8; ;Cirurgicos;CBHPM
1266;Osteoplastias Da Órbita;30209048;;5;Osteoplastias Da Órbita;8; ;Cirurgicos;CBHPM
1267;Osteoplastias De Mandíbula;30209021;;5;Osteoplastias De Mandíbula;8; ;Cirurgicos;CBHPM
1268;Osteoplastias Do Arco Zigomático;30209030;;5;Osteoplastias Do Arco Zigomático;8; ;Cirurgicos;CBHPM
1269;Osteoplastias Etmóido Orbitais;30209013;;5;Osteoplastias Etmóido Orbitais;8; ;Cirurgicos;CBHPM
1270;Retirada De Corpo Estranho Da Parede Torácica;30601142;;5;Retirada De Corpo Estranho Da Parede Torácica;8; ;Cirurgicos;CBHPM
1271;Toracectomia;30601150;;5;Toracectomia;8; ;Cirurgicos;CBHPM
1272;Toracoplastia (Qualquer Técnica);30601169;;5;Toracoplastia (Qualquer Técnica);8; ;Cirurgicos;CBHPM
1273;Toracotomia Com Biópsia;30601177;;5;Toracotomia Com Biópsia;8; ;Cirurgicos;CBHPM
1274;Toracotomia Exploradora (Excluídos Os Procedimentos Intratorácicos);30601185;;5;Toracotomia Exploradora (Excluídos Os Procedimentos Intratorácicos);8; ;Cirurgicos;CBHPM
1275;Toracotomia Para Procedimentos Ortopédicos Sobre A Coluna Vertebral;30601193;;5;Toracotomia Para Procedimentos Ortopédicos Sobre A Coluna Vertebral;8; ;Cirurgicos;CBHPM
1276;Tração Esquelética Do Gradil Costo-Esternal (Traumatismo);30601207;;5;Tração Esquelética Do Gradil Costo-Esternal (Traumatismo);8; ;Cirurgicos;CBHPM
1277;Tratamento Cirúrgico De Fraturas Do Gradil Costal;30601215;;5;Tratamento Cirúrgico De Fraturas Do Gradil Costal;8; ;Cirurgicos;CBHPM
1278;Vídeo Para Procedimentos Sobre A Coluna Vertebral;30601282;;5;Vídeo Para Procedimentos Sobre A Coluna Vertebral;8; ;Cirurgicos;CBHPM
1279;Biópsia Incisional De Mama;30602017;;5;Biópsia Incisional De Mama;8; ;Cirurgicos;CBHPM
1280;Coleta De Fluxo Papilar De Mama;30602025;;5;Coleta De Fluxo Papilar De Mama;8; ;Cirurgicos;CBHPM
1281;Correção Cirúrgica Da Assimetria Mamária;30602033;;5;Correção Cirúrgica Da Assimetria Mamária;8; ;Cirurgicos;CBHPM
1282;Correção Da Hipertrofia Mamária - Unilateral;30602122;;5;Correção Da Hipertrofia Mamária - Unilateral;8; ;Cirurgicos;CBHPM
1283;Correção De Inversão Papilar - Unilateral;30602041;;5;Correção De Inversão Papilar - Unilateral;8; ;Cirurgicos;CBHPM
1284;Drenagem De Abscesso De Mama;30602050;;5;Drenagem De Abscesso De Mama;8; ;Cirurgicos;CBHPM
1285;Drenagem E/Ou Aspiração De Seroma;30602068;;5;Drenagem E/Ou Aspiração De Seroma;8; ;Cirurgicos;CBHPM
1286;Exérese De Lesão Da Mama Por Marcação Estereotáxica Ou Roll;30602076;;5;Exérese De Lesão Da Mama Por Marcação Estereotáxica Ou Roll;8; ;Cirurgicos;CBHPM
1287;Exérese De Mama Supra-Numerária - Unilateral;30602084;;5;Exérese De Mama Supra-Numerária - Unilateral;8; ;Cirurgicos;CBHPM
1288;Exérese De Nódulo;30602092;;5;Exérese De Nódulo;8; ;Cirurgicos;CBHPM
1289;Fistulectomia De Mama;30602106;;5;Fistulectomia De Mama;8; ;Cirurgicos;CBHPM
1290;Ginecomastia - Unilateral;30602114;;5;Ginecomastia - Unilateral;8; ;Cirurgicos;CBHPM
1291;Linfadenectomia Axilar;30602130;;5;Linfadenectomia Axilar;8; ;Cirurgicos;CBHPM
1292;Mastectomia Radical Ou Radical Modificada;30602149;;5;Mastectomia Radical Ou Radical Modificada;8; ;Cirurgicos;CBHPM
1293;Mastectomia Simples;30602157;;5;Mastectomia Simples;8; ;Cirurgicos;CBHPM
1294;Mastectomia Subcutânea E Inclusão Da Prótese;30602165;;5;Mastectomia Subcutânea E Inclusão Da Prótese;8; ;Cirurgicos;CBHPM
1295;Mastoplastia Em Mama Oposta Após Reconstrução Da Contralateral;30602173;;5;Mastoplastia Em Mama Oposta Após Reconstrução Da Contralateral;8; ;Cirurgicos;CBHPM
1296;Punção Ou Biópsia Percutânea De Agulha Fina - Por Nódulo (Máximo De 3 Nódulos Por Mama);30602181;;5;Punção Ou Biópsia Percutânea De Agulha Fina - Por Nódulo (Máximo De 3 Nódulos Por Mama);8; ;Cirurgicos;CBHPM
1297;Quadrantectomia - Ressecção Segmentar;30602203;;5;Quadrantectomia - Ressecção Segmentar;8; ;Cirurgicos;CBHPM
1298;Quadrantectomia E Linfadenectomia Axilar;30602190;;5;Quadrantectomia E Linfadenectomia Axilar;8; ;Cirurgicos;CBHPM
1299;Reconstrução Da Mama Com Prótese E/Ou Expansor;30602262;;5;Reconstrução Da Mama Com Prótese E/Ou Expansor;8; ;Cirurgicos;CBHPM
1300;Reconstrução Da Placa Aréolo Mamilar - Unilateral;30602211;;5;Reconstrução Da Placa Aréolo Mamilar - Unilateral;8; ;Cirurgicos;CBHPM
1301;Correção De Tumores, Cicatrizes Ou Ferimentos Com O Auxílio De Expansores De Tecidos - Por Estágio;30210020;;5;Correção De Tumores, Cicatrizes Ou Ferimentos Com O Auxílio De Expansores De Tecidos - Por Estágio;8; ;Cirurgicos;CBHPM
1302;Exérese De Tumor Benigno, Cisto Ou Fístula;30210127;;5;Exérese De Tumor Benigno, Cisto Ou Fístula;8; ;Cirurgicos;CBHPM
1303;Exérese De Tumor Maligno De Pele;30210119;;5;Exérese De Tumor Maligno De Pele;8; ;Cirurgicos;CBHPM
1304;Hemiatrofia Facial, Correção Com Enxerto De Gordura Ou Implante;30210011;;5;Hemiatrofia Facial, Correção Com Enxerto De Gordura Ou Implante;8; ;Cirurgicos;CBHPM
1305;Paralisia Facial - Reanimação Com O Músculo Temporal (Região Oral) Com Neurotização;30210054;;5;Paralisia Facial - Reanimação Com O Músculo Temporal (Região Oral) Com Neurotização;8; ;Cirurgicos;CBHPM
